lat,lng,streetName
43.64640237601843,-79.39795677736952,Adelaide St W
43.64542342109458,-79.39302230192567,King St W
43.64485863409726,-79.39567993241658,King St W
43.64512146050971,-79.39126844659162,Wellington St W
43.64499686509312,-79.40264662991783,Bathurst St
43.64586464515264,-79.40047828545394,Adelaide St W
43.646427680450735,-79.39039153348062,King St W
43.64570244845238,-79.39918223916517,Adelaide St W
43.64397454349568,-79.39631122953489,Wellington St W
43.644929021910855,-79.40035228665701,Portland St
43.64415987043633,-79.39281313802374,Clarence Square
43.645164702893744,-79.40213705447373,Adelaide St W
43.64437990553674,-79.39172679911019,Blue Jays Way
43.64619660413856,-79.39594971704045,Spadina Ave
43.64555114701918,-79.40048322741394,Portland St
43.64482080495641,-79.39555833371261,Spadina Ave
43.64483912203872,-79.39137858671182,Wellington St W
43.646442319573104,-79.39841175433656,Brant St
43.646355219032834,-79.39392939902211,Charlotte St
43.64614967114313,-79.3953891964086,Spadina Ave
43.644520824291135,-79.39014188693547,Wellington St W
43.64601997972921,-79.40086654029855,Portland St
43.64553480720137,-79.39368431531882,King St W
43.64553480559368,-79.39177587087444,Mercer St
43.646474243733344,-79.39459898811731,Oxley St
43.64381542899567,-79.39441270573906,Spadina Ave
43.6465014643476,-79.39282970796631,Peter St
43.6459752213036,-79.39399388146558,King St W
43.644989464548125,-79.39524358532724,Spadina Ave
43.64620651881833,-79.39459677266443,Oxley St
43.64469760135564,-79.39403443808843,Clarence Square
43.64530803396845,-79.39768048643593,Brant St
43.644848184824696,-79.39282662071587,Wellington St W
43.64484568329182,-79.40011768324938,Portland St
43.64660480635199,-79.39631811564861,Adelaide St W
43.646105169734106,-79.39969427462927,Maud St
43.644628707897844,-79.39627109067395,King St W
43.64364406090708,-79.39506511149047,Wellington St W
43.64510064987081,-79.39328594699589,Clarence Square
43.64588769395711,-79.39133607043989,King St W
43.645728667021096,-79.40050874663179,Adelaide St W
43.6436246570794,-79.39075849668386,Front St W
43.64437985332801,-79.39911037860877,King St W
43.646636944046236,-79.3900726269017,King St W
43.64565408402351,-79.38995670497037,Mercer St
43.64614631145108,-79.38973577989564,Mercer St
43.645708651546364,-79.39961051500285,Adelaide St W
43.64601908961517,-79.39488840935518,Spadina Ave
43.64611159600295,-79.39854572520188,Adelaide St W
43.64656049986106,-79.39753569850966,Adelaide St W
43.64659703764291,-79.40213320142387,Richmond St W
43.64477221849169,-79.39719194460972,King St W
43.64623492610692,-79.40114123071079,Portland St
43.64506029932963,-79.4013017293164,Adelaide Pl
43.64459243091899,-79.39009699172726,Wellington St W
43.64596824813467,-79.40212424000023,Adelaide St W
43.64528698774313,-79.3928873169025,King St W
43.644805258416305,-79.39633355528971,King St W
43.644338727117976,-79.39496423022402,Spadina Ave
43.64545162127152,-79.39850120023375,Morrison St
43.64542421693802,-79.39684976746344,King St W
43.64436200588664,-79.39957336306142,King St W
43.645438202342106,-79.39213176371564,Blue Jays Way
43.64602533965204,-79.39823596004882,Brant St
43.646080713005986,-79.3951538074576,Spadina Ave
43.646136661226365,-79.39396689234229,Charlotte St
43.646579696717275,-79.39589020275702,Adelaide St W
43.64405517190502,-79.397776855694,Wellington St W
43.64383868411748,-79.39779927625851,Wellington St W
43.64488816622028,-79.39831538435543,King St W
43.6453854157205,-79.39781814562323,Brant St
43.64362665869019,-79.39769417758386,Wellington St W
43.64367421571741,-79.39147585194117,Front St W
43.64640716535686,-79.39374807820612,Charlotte St
43.6466139073287,-79.39055338156186,King St W
43.64445149493442,-79.4019225178383,King St W
43.64415451152034,-79.3945887531441,Spadina Ave
43.64361628804387,-79.39578328424912,Wellington St W
43.644673985571664,-79.3947966978173,Spadina Ave
43.6441591147813,-79.39929046540487,King St W
43.6458698385022,-79.39159286098219,King St W
43.646627650285325,-79.39124863521818,King St W
43.644415403365045,-79.39281943593222,Wellington St W
43.64479175717436,-79.3912613049267,Wellington St W
43.64647718721628,-79.39132081510284,King St W
43.64556257877978,-79.39119571283429,Mercer St
43.64489218373583,-79.39226774198217,Blue Jays Way
43.646367058293734,-79.39547884510213,Spadina Ave
43.646360333769344,-79.39034453974323,King St W
43.64442760442706,-79.39338250013427,Clarence Square
43.644288996227786,-79.39806468974979,Brant Pl
43.64549687679012,-79.40223806605995,Adelaide St W
43.644550698134424,-79.40040408065882,King St W
43.646598920050145,-79.40040444129829,Portland St
43.6445272912017,-79.3899629768391,Wellington St W
43.64650738709072,-79.39306990266165,King St W
43.64397094100237,-79.40251439119712,King St W
43.64544981232327,-79.40117101731639,Adelaide St W
43.646002461135055,-79.3938737644284,Charlotte St
43.64365385485836,-79.39197295507304,Front St W
43.64386135664696,-79.40002149579014,Stewart St
43.64556480249661,-79.39636770677978,King St W
43.64488691899803,-79.40118548367052,Waterloo Terrace
43.64573531389413,-79.3949946861505,Spadina Ave
43.64613796711382,-79.39594919217646,Spadina Ave
43.645128226408396,-79.39878617576588,King St W
43.64487415945245,-79.39023617630207,Wellington St W
43.64600407298056,-79.40087610356504,Portland St
43.646158387063416,-79.39677723741052,Adelaide St W
43.64437740722165,-79.40203327046439,King St W
43.64436020746327,-79.39500010148345,Spadina Ave
43.645682356650575,-79.40152932679942,Adelaide St W
43.645553596427376,-79.39702166062818,Brant St
43.646368993251016,-79.39923663053071,Adelaide St W
43.64510101483236,-79.39542428223457,King St W
43.64563972221874,-79.39297136124273,King St W
43.646353980501424,-79.39545261514535,Spadina Ave
43.64461608325652,-79.39689071310693,King St W
43.64488830358828,-79.39855629572543,King St W
43.64440421140847,-79.400023452143,Portland St
43.64610485026909,-79.39228837858312,Peter St
43.64389894863908,-79.39518294224102,Wellington St W
43.64498815913529,-79.39716819358456,King St W
43.64648408291227,-79.39180000305291,King St W
43.64564539510048,-79.39953044950485,Adelaide St W
43.64503761292828,-79.39706561655989,King St W
43.64625843047574,-79.39198957008631,King St W
43.64476074133139,-79.39110558027811,Wellington St W
43.64518487160173,-79.39096548556819,Wellington St W
43.643738196077955,-79.40024867937778,Stewart St
43.64663092877003,-79.39939910348332,Richmond St W
43.643928038370234,-79.4025174554701,King St W
43.646352040561275,-79.40113695467625,Portland St
43.64382624019753,-79.40076447370232,Stewart St
43.64642667139934,-79.39302354900954,King St W
43.644170938832524,-79.40090806666132,King St W
43.64617229494468,-79.39057525621273,King St W
43.645551490641154,-79.40071839259312,Adelaide St W
43.64563013231826,-79.39568376936175,King St W
43.64531202096668,-79.39033866091799,Wellington St W
43.646682489813415,-79.39961226713933,Richmond St W
43.64540382127238,-79.39923521349391,Morrison St
43.644027282174704,-79.38977939066822,Front St W
43.64464145326084,-79.39768437982866,King St W
43.64573730572757,-79.39115754211576,Mercer St
43.64664929235102,-79.3974491916769,Adelaide St W
43.64437003960888,-79.3931332578889,Clarence Square
43.645712061318534,-79.39126222093107,Mercer St
43.64447618609761,-79.39844948090924,Brant Pl
43.646172901537334,-79.39779257887749,Adelaide St W
43.645031289996425,-79.39093438514614,Wellington St W
43.64635669915151,-79.39909222118257,Adelaide St W
43.64500024673309,-79.40085800316706,King St W
43.64534202997531,-79.38986349165705,Wellington St W
43.646580502708204,-79.39809675882756,Brant St
43.646304309815875,-79.39768646463105,Adelaide St W
43.646320433029935,-79.39273995667398,King St W
43.646006708694756,-79.40167573124572,Adelaide St W
43.64611312965789,-79.40108292447138,Portland St
43.64443663207227,-79.39656512047907,Wellington St W
43.64397323593327,-79.39519275466829,Wellington St W
43.644429881587264,-79.39912884949733,King St W
43.64567682068668,-79.39615598765847,King St W
43.64641536298238,-79.40003922844608,Maud St
43.64567285983169,-79.39399615521502,King St W
43.64519211154113,-79.40250760159815,Adelaide St W
43.646132968978584,-79.39937388761696,Adelaide St W
43.644535077753225,-79.39955316385011,King St W
43.645997454840135,-79.39149746061847,King St W
43.64592677910365,-79.39764093938531,Brant St
43.645707097628936,-79.3963902375928,King St W
43.646459205405385,-79.40107149738103,Portland St
43.644789107886666,-79.39268118348872,Wellington St W
43.644202804288014,-79.39226762048966,Wellington St W
43.6445844550274,-79.39060591372973,Windsor St
43.64609240192595,-79.39883379001913,Adelaide St W
43.64386573138166,-79.39097644408245,Front St W
43.644620664225506,-79.39057509866045,Windsor St
43.64487223068834,-79.3948063371714,Spadina Ave
43.64614801749113,-79.3905383008257,King St W
43.64462544514924,-79.3897292812053,Wellington St W
43.64379832301797,-79.39598690742909,Wellington St W
43.64649209129105,-79.39417635305037,Oxley St
43.64591941465956,-79.39190683218305,King St W
43.64397648870101,-79.39676703033193,Wellington St W
43.64613943129374,-79.39267959854013,Peter St
43.64440673028168,-79.39115807650718,Blue Jays Way
43.644498714831215,-79.39002023008341,Wellington St W
43.644894992994104,-79.39338116496123,Clarence Square
43.644663977451366,-79.40180606810333,Adelaide Pl
43.64605889779519,-79.4028449582874,Bathurst St
43.64388679298917,-79.4002103793564,Portland St
43.64583750664403,-79.39169377790297,Mercer St
43.645699392271126,-79.40077999201037,Adelaide St W
43.64638237632114,-79.39682102413634,Adelaide St W
43.643664044540394,-79.39623679600952,Wellington St W
43.645093051671566,-79.39413801976573,Spadina Ave
43.64510592704632,-79.39488023455185,Spadina Ave
43.64452703551641,-79.39468479317664,Spadina Ave
43.64615946943774,-79.39126604660278,King St W
43.64446494270654,-79.40094907537866,Waterloo Terrace
43.64569359619378,-79.39660120458547,Brant St
43.6453224443948,-79.39135738476416,Mercer St
43.64432198637456,-79.4005574737408,King St W
43.64373320352051,-79.4019922075918,King St W
43.64559100222491,-79.3915218099401,Mercer St
43.64645945453942,-79.40281066672028,Richmond St W
43.64582762265529,-79.40120540650462,Adelaide St W
43.64667436923396,-79.4026460455515,Richmond St W
43.64384555094167,-79.40224487044668,King St W
43.64621359036633,-79.39565329950679,Spadina Ave
43.643905898020954,-79.40212740579557,King St W
43.64394529548582,-79.39423981715761,Spadina Ave
43.64567938313765,-79.39184147467314,Mercer St
43.643796881119684,-79.39357186164749,Clarence Square
43.64376115902129,-79.39899574044995,Portland St
43.644412975228896,-79.39491054294245,Spadina Ave
43.644730767739176,-79.40027076442404,Portland St
43.6441045313809,-79.3926003915925,Clarence Square
43.64504099879132,-79.39458005239636,Spadina Ave
43.646026316333106,-79.40196872206529,Adelaide St W
43.64558864710874,-79.39227893457789,Blue Jays Way
43.64431746660904,-79.39782512493522,Brant Pl
43.64365112049782,-79.3956342699713,Wellington St W
43.64544941547392,-79.39255885428504,Blue Jays Way
43.64504936365365,-79.39666448350661,King St W
43.64502670067458,-79.39624455168882,King St W
43.64475814651187,-79.40173166553471,Adelaide Pl
43.64402342600222,-79.40077751538084,King St W
43.645737917016035,-79.39200086036392,Blue Jays Way
43.64582535531637,-79.40049549422851,Adelaide St W
43.64519219273068,-79.40049551436374,Portland St
43.646601844362166,-79.39184129820357,E Peter S Adelaide
43.64624541820007,-79.40094597789998,Portland St
43.64549546794631,-79.39735047532366,Brant St
43.6446374278437,-79.39909664263503,King St W
43.64509404087598,-79.39162026609746,Blue Jays Way
43.645726677741656,-79.39799883799222,Brant St
43.643679651222456,-79.40230830509584,Bathurst St
43.645289114943296,-79.39191475513405,Blue Jays Way
43.643656714671046,-79.39528477762622,Wellington St W
43.64562879767097,-79.39574086541728,King St W
43.64505994263312,-79.39180770428155,Blue Jays Way
43.64515964600646,-79.39644887394573,King St W
43.644811429270256,-79.39485444240263,Spadina Ave
43.64647165887059,-79.40075103422457,Portland St
43.644117880736296,-79.39065701515887,Front St W
43.64512265444665,-79.39044052492055,Wellington St W
43.645571335392304,-79.40031761572314,Portland St
43.64647067744763,-79.4006775564024,Portland St
43.645211632533005,-79.39265744395425,Blue Jays Way
43.64406775592244,-79.39584046227364,Wellington St W
43.646275473311405,-79.38983432939736,King St W
43.64620012065202,-79.39893509978437,Adelaide St W
43.644313944033314,-79.3932251981221,Clarence Square
43.645777768483526,-79.39292965951374,King St W
43.64553728661225,-79.40226465414467,Adelaide St W
43.644614959207935,-79.3987534689945,King St W
43.64619537946989,-79.39752047042028,Adelaide St W
43.64392857831723,-79.3936328230204,Clarence Square
43.646486765064076,-79.39041578104155,King St W
43.64380268471091,-79.3900503854133,Windsor St
43.64444408904356,-79.39719054427931,King St W
43.64519574683976,-79.39478919884024,Spadina Ave
43.6446889123405,-79.39039300852487,Windsor St
43.64572659570454,-79.4016491506783,Adelaide St W
43.64643061708704,-79.39086734880344,King St W
43.64607021583094,-79.40284884722838,Bathurst St
43.64400048038054,-79.38990325207084,Front St W
43.64586333295162,-79.3967460511283,Brant St
43.64467758812959,-79.39679745914208,King St W
43.64608829802038,-79.40101786975879,Portland St
43.64666159096174,-79.39692105016802,Adelaide St W
43.644075908523995,-79.40140164275003,King St W
43.644643142095624,-79.40205628904151,Browns Ln
43.64380401738404,-79.40200525200308,King St W
43.64600109829873,-79.40120841082894,Portland St
43.643673686145675,-79.39197754590602,Front St W
43.64635777949506,-79.40245469339948,Richmond St W
43.64429993954903,-79.39423069271469,Spadina Ave
43.64398897076636,-79.3977510893178,Wellington St W
43.646352405814405,-79.39040871468009,King St W
43.64500877552421,-79.39579210780082,King St W
43.64539984533242,-79.40209834195777,Adelaide St W
43.645042728588734,-79.4002795402983,Portland St
43.6459140412436,-79.3972473090329,Brant St
43.64565267910185,-79.39805299441015,Brant St
43.646316759521916,-79.39609353457065,Adelaide St W
43.6462875854017,-79.39936863097047,Maud St
43.644113966721086,-79.39706058688635,Wellington St W
43.643787593123406,-79.3927291955625,Clarence Square
43.64510691047303,-79.39098277334428,Wellington St W
43.6442386518639,-79.39349740768934,Clarence Square
43.645374829979595,-79.38979250921899,Wellington St W
43.64496572069923,-79.39386505447435,Clarence Square
43.644832066189295,-79.40140209522656,Waterloo Terrace
43.64468385699122,-79.3943943456681,Spadina Ave
43.64366047030363,-79.40213751824496,King St W
43.64599448937939,-79.39943181772347,Adelaide St W
43.645207170713924,-79.40048631170855,Portland St
43.643640734838485,-79.39253480248351,Front St W
43.644459274821386,-79.39184658469138,Blue Jays Way
43.64410138683472,-79.39550660228804,Wellington St W
43.64397471749554,-79.39683333186831,Wellington St W
43.64658414962049,-79.39656349165334,Adelaide St W
43.645635164762744,-79.39790080448164,Brant St
43.64506020730812,-79.40147423216285,Adelaide Pl
43.643835405374006,-79.40151533903547,King St W
43.6453403316767,-79.40010582945435,Portland St
43.645817706594165,-79.39884736741223,Morrison St
43.64478700025867,-79.39444103027482,Spadina Ave
43.64660878838918,-79.39659824566824,Adelaide St W
43.645213060428446,-79.39973008537117,King St W
43.64635135856096,-79.38984856918185,King St W
43.6439343704884,-79.39050907013826,Front St W
43.64568314450368,-79.39514448831181,Spadina Ave
43.64466276853264,-79.39886529673083,King St W
43.64389718256411,-79.39495781809319,Wellington St W
43.6454885837911,-79.4005951532392,Portland St
43.64364038482205,-79.39516015646457,Wellington St W
43.64633939576718,-79.40081657199616,Portland St
43.64617764005312,-79.40025694129508,Maud St
43.64555911591312,-79.39407858175225,King St W
43.643976582286015,-79.40142612013709,King St W
43.64417662708557,-79.39219450854131,Blue Jays Way
43.64391085385031,-79.3947319100529,Wellington St W
43.64399480245859,-79.39036162409121,Front St W
43.64551978486616,-79.39040670947169,Mercer St
43.64378138072829,-79.39173561086275,Blue Jays Way
43.64360996536207,-79.39075342430546,Front St W
43.64578881323156,-79.39350649034448,King St W
43.64430082036894,-79.39126220913079,Blue Jays Way
43.64447082218336,-79.3974420083828,King St W
43.64465065464319,-79.39210876871131,Wellington St W
43.645721486911654,-79.3919482921733,Blue Jays Way
43.644799006024364,-79.40231496171508,Browns Ln
43.64508343705687,-79.39834078965853,King St W
43.644171731670575,-79.3943665952697,Spadina Ave
43.64590966228789,-79.39088150120487,Mercer St
43.64504137624227,-79.3953343271833,King St W
43.646482308716124,-79.39141837823043,King St W
43.646288983292905,-79.39287231533278,King St W
43.646559182709076,-79.40044791845861,Portland St
43.64636938438433,-79.4013367260298,Richmond St W
43.64440843371659,-79.39867770903153,King St W
43.64584358145683,-79.3914939947419,King St W
43.64536524782594,-79.40016583338529,Portland St
43.646485009372334,-79.40047536318698,Portland St
43.645206900685665,-79.40021899867776,Portland St
43.64618218520853,-79.39880301101613,Adelaide St W
43.64640443671808,-79.39809535302119,Brant St
43.6465448523609,-79.39701678494113,Adelaide St W
43.644130199634766,-79.39445657357852,Spadina Ave
43.64457779031281,-79.39667326559031,King St W
43.64543336619394,-79.39636043453488,King St W
43.64510874316491,-79.39240308961281,Blue Jays Way
43.6450147973121,-79.38992763210284,Wellington St W
43.6440366577095,-79.3902332577651,Front St W
43.64451695903225,-79.39398811742466,Clarence Square
43.64478265861064,-79.39462244382233,Spadina Ave
43.644914976676255,-79.40135360533371,Adelaide Pl
43.64608610588395,-79.40094316424458,Portland St
43.645195798779106,-79.39885700778855,King St W
43.64414877857881,-79.40000958788123,Portland St
43.64653631144735,-79.40168876101451,Richmond St W
43.646516726854365,-79.39440467570765,Oxley St
43.646153546156334,-79.3934117809814,King St W
43.643682571726536,-79.4019456620221,King St W
43.64588016883532,-79.39565858282891,Spadina Ave
43.64483649049261,-79.39717690986882,King St W
43.64603522723374,-79.3931350165938,King St W
43.6440244639359,-79.39916089677682,King St W
43.644023820358974,-79.40060829992132,King St W
43.644700619050695,-79.4010952764537,Waterloo Terrace
43.64368874584866,-79.39860944140557,Wellington St W
43.646549843752915,-79.39146915426129,King St W
43.643766658500454,-79.39350771621099,Clarence Square
43.64569302129256,-79.39013452282643,Mercer St
43.64577930094205,-79.39027259641782,Mercer St
43.645132040095575,-79.39726532010145,King St W
43.64449741201516,-79.39062156036032,Windsor St
43.645970327463495,-79.40019145211548,Adelaide St W
43.644462852336154,-79.40198007740551,King St W
43.64553643736082,-79.39486362967776,Spadina Ave
43.646063065093834,-79.39884270692446,Adelaide St W
43.64553302145991,-79.40159984464142,Adelaide St W
43.64445831424297,-79.39335126523396,Clarence Square
43.64443019301622,-79.40140390182749,King St W
43.6466355395216,-79.39763076924486,Adelaide St W
43.644288755480915,-79.39907338941231,King St W
43.644089116959,-79.39755914442804,Wellington St W
43.643983427695005,-79.39655839614441,Wellington St W
43.644570180226985,-79.39058842186142,Windsor St
43.6439947002239,-79.39266082899447,Clarence Square
43.64383318175125,-79.39602551838351,Wellington St W
43.644742392245064,-79.3969978839597,King St W
43.646364255759465,-79.3897941446854,King St W
43.64660360175055,-79.40118942760056,Portland St
43.64383248735847,-79.3925361307108,Front St W
43.646501664881654,-79.39162506076111,E Peter S Adelaide
43.646602065132065,-79.39679517398031,Adelaide St W
43.645036848402505,-79.39509239448496,Spadina Ave
43.64582473918592,-79.40232667027941,Adelaide St W
43.645850978705745,-79.39541582280698,Spadina Ave
43.646323375664466,-79.3904344181505,King St W
43.64520619763312,-79.3949792929349,Spadina Ave
43.643929511967464,-79.40156039266431,King St W
43.645720493308595,-79.39975044264568,Adelaide St W
43.64632342649443,-79.39191386772846,King St W
43.64377753029302,-79.40188515270408,King St W
43.64401077859451,-79.39253026122553,Clarence Square
43.6465925026652,-79.39810917510574,Brant St
43.64644774060632,-79.40249245997944,Richmond St W
43.64655247205418,-79.39241581529522,Peter St
43.6436042701978,-79.39243376405084,Front St W
43.646531010030394,-79.39415393106793,Oxley St
43.646231784327426,-79.39515683803442,Oxley St
43.64428123945167,-79.39410287366054,Clarence Square
43.64374583035394,-79.39174941802419,Blue Jays Way
43.64374047343679,-79.39554871669193,Wellington St W
43.644078839097865,-79.39553779700577,Wellington St W
43.64546541915046,-79.38991567901586,Wellington St W
43.645807661847144,-79.39038886349991,Mercer St
43.64482403280689,-79.40254272444292,Bathurst St
43.64477305370905,-79.4015975008094,Adelaide Pl
43.644948017752846,-79.39701338707921,King St W
43.64659949049978,-79.39404488626222,Charlotte St
43.645399964954954,-79.39268038956638,Blue Jays Way
43.64522888710398,-79.3928865424183,King St W
43.645216402929975,-79.3960730327582,King St W
43.644927711077834,-79.39656261644475,King St W
43.64561300926106,-79.39884915335857,Morrison St
43.64554830648776,-79.39652384016786,King St W
43.64625282249383,-79.39322060130398,King St W
43.64578273555556,-79.40036570489453,Adelaide St W
43.644595804712225,-79.39358262781175,Clarence Square
43.645547677630944,-79.39808434820502,Brant St
43.643716686784074,-79.39393771829084,Clarence Square
43.64446612397994,-79.38994781461862,Wellington St W
43.64423354953428,-79.3898816375714,Windsor St
43.645153814557275,-79.39353824975198,Clarence Square
43.64544391296032,-79.39586889199254,King St W
43.64403203928278,-79.4008520627198,King St W
43.64604335029636,-79.39790902666351,Brant St
43.64563630059638,-79.39694624525075,Brant St
43.645741302089746,-79.39131440484476,Mercer St
43.64409109235523,-79.39429429035262,Spadina Ave
43.644618530043985,-79.39695789862013,King St W
43.64495077227591,-79.39391377292439,Clarence Square
43.64401116559041,-79.39093884459216,Front St W
43.6464527036495,-79.39179441631482,King St W
43.64409369097139,-79.39849738085559,King St W
43.645420183708,-79.39652537865672,King St W
43.64601152742499,-79.39115174151425,King St W
43.64627250678553,-79.40146182832723,Richmond St W
43.64515897627685,-79.4025925447474,Adelaide St W
43.645763085871714,-79.39161144547714,Mercer St
43.64376183888255,-79.39616871875968,Wellington St W
43.644315832944095,-79.39841042563309,Brant Pl
43.6449176461678,-79.39277430112101,Wellington St W
43.64497941800365,-79.39014977616151,Wellington St W
43.64554844058152,-79.39356411495977,King St W
43.644684869047154,-79.39507189399644,Spadina Ave
43.64575236212716,-79.39909310583614,Adelaide St W
43.64520450316737,-79.39917204728279,King St W
43.64373713024201,-79.39491203160031,Wellington St W
43.64547782532671,-79.39521660323392,Spadina Ave
43.64402716248369,-79.39634268951825,Wellington St W
43.64668259984262,-79.39032534754473,King St W
43.64573874990297,-79.4017622886989,Adelaide St W
43.64550190941464,-79.39428850639977,King St W
43.64519785407261,-79.40150381792344,Adelaide Pl
